date_time,region,tournament,matchday,league_href,begin_time,first_team,second_team,full_match_goals,half_match_goals,first_team_goals,second_team_goals,match_href
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group A,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-a/0/,19:30,Ireland,San Marino,3:0,2:0,3,0,/report/u21-h-em-qualifikation-2023-2024-gruppe-a-irland-san-marino/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group B,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-b/0/,16:45,Malta,Hungary,0:3,0:2,0,3,/report/u21-h-em-qualifikation-2023-2024-gruppe-b-malta-ungarn/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group C,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-c/0/,14:30,North Macedonia,Netherlands,0:2,0:0,0,2,/report/u21-h-em-qualifikation-2023-2024-gruppe-c-nordmazedonien-niederlande/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group C,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-c/0/,17:00,Moldova,Georgia,0:1,0:0,0,1,/report/u21-h-em-qualifikation-2023-2024-gruppe-c-moldau-georgien/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group D,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-d/0/,17:00,Estonia,Poland,0:1,0:0,0,1,/report/u21-h-em-qualifikation-2023-2024-gruppe-d-estland-polen/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group D,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-d/0/,17:00,Bulgaria,Israel,1:0,0:0,1,0,/report/u21-h-em-qualifikation-2023-2024-gruppe-d-bulgarien-israel/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group D,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-d/0/,18:00,Kosovo,Germany,0:3,0:0,0,3,/report/u21-h-em-qualifikation-2023-2024-gruppe-d-kosovo-deutschland/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group E,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-e/0/,16:00,Armenia,Montenegro,0:1,0:0,0,1,/report/u21-h-em-qualifikation-2023-2024-gruppe-e-armenien-montenegro/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group E,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-e/0/,16:00,Finland,Switzerland,1:2,1:0,1,2,/report/u21-h-em-qualifikation-2023-2024-gruppe-e-finnland-schweiz/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group E,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-e/0/,17:30,Albania,Romania,3:2,0:0,3,2,/report/u21-h-em-qualifikation-2023-2024-gruppe-e-albanien-rumaenien/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group F,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-f/0/,17:30,Ukraine,Northern Ireland,1:0,0:0,1,0,/report/u21-h-em-qualifikation-2023-2024-gruppe-f-ukraine-nordirland/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group F,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-f/0/,19:00,Serbia,Azerbaijan,2:0,2:0,2,0,/report/u21-h-em-qualifikation-2023-2024-gruppe-f-serbien-aserbaidschan/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group G,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-g/0/,14:00,Belarus,Portugal,0:5,0:4,0,5,/report/u21-h-em-qualifikation-2023-2024-gruppe-g-belarus-portugal/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group G,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-g/0/,18:00,Andorra,Greece,0:1,0:0,0,1,/report/u21-h-em-qualifikation-2023-2024-gruppe-g-andorra-griechenland/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group G,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-g/0/,18:00,Faroe Islands,Croatia,2:4,0:2,2,4,/report/u21-h-em-qualifikation-2023-2024-gruppe-g-faeroeer-kroatien/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group H,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-h/0/,17:00,Austria,Bosnia-Herzegovina,2:0,0:0,2,0,/report/u21-h-em-qualifikation-2023-2024-gruppe-h-oesterreich-bosnien-herzegowina/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group I,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-i/0/,16:00,Lithuania,Wales,2:3,0:1,2,3,/report/u21-h-em-qualifikation-2023-2024-gruppe-i-litauen-wales/
09/12/2023,UEFA,U21 EURO Qualifiers 2023/2024,Group I,/schedule/u21-h-em-qualifikation-2023-2024-gruppe-i/0/,17:30,Iceland,Czech Republic,2:1,1:0,2,1,/report/u21-h-em-qualifikation-2023-2024-gruppe-i-island-tschechien/
09/12/2023,CAF,Africa Cup Qual. 2022-2023,Group C,/schedule/africa-cup-qual-2022-2023-gruppe-c/0/,20:00,Cameroon,Burundi,3:0,0:0,3,0,/report/africa-cup-qual-2022-2023-gruppe-c-kamerun-burundi/
09/12/2023,CONCACAF,CONCACAF Nations League A 2023/2024,Group B,/schedule/concacaf-nations-league-a-2023-2024-gruppe-b/0/,21:00,Cuba,Suriname,1:0,1:0,1,0,/report/concacaf-nations-league-a-2023-2024-gruppe-b-kuba-suriname/
09/12/2023,CONCACAF,CONCACAF Nations League B 2023/2024,Group B,/schedule/concacaf-nations-league-b-2023-2024-gruppe-b/0/,00:00,Dom. Republic,Montserrat,3:0,2:0,3,0,/report/concacaf-nations-league-b-2023-2024-gruppe-b-dom-republik-montserrat/
09/12/2023,CONCACAF,CONCACAF Nations League B 2023/2024,Group B,/schedule/concacaf-nations-league-b-2023-2024-gruppe-b/0/,03:00,Nicaragua,Barbados,5:1,3:0,5,1,/report/concacaf-nations-league-b-2023-2024-gruppe-b-nicaragua-barbados/
09/12/2023,CONCACAF,CONCACAF Nations League B 2023/2024,Group C,/schedule/concacaf-nations-league-b-2023-2024-gruppe-c/0/,20:30,French Guyana,Belize,0:2,0:0,0,2,/report/concacaf-nations-league-b-2023-2024-gruppe-c-franz-guyana-belize/
09/12/2023,CONCACAF,CONCACAF Nations League B 2023/2024,Group C,/schedule/concacaf-nations-league-b-2023-2024-gruppe-c/0/,20:30,St. Vincent/Grenadines,Bermuda,4:3,3:1,4,3,
09/12/2023,CONCACAF,CONCACAF Nations League B 2023/2024,Group D,/schedule/concacaf-nations-league-b-2023-2024-gruppe-d/0/,23:00,Guyana,Bahamas,3:2,1:1,3,2,/report/concacaf-nations-league-b-2023-2024-gruppe-d-guyana-bahamas/
09/12/2023,CONCACAF,CONCACAF Nations League C 2023/2024,Group A,/schedule/concacaf-nations-league-c-2023-2024-gruppe-a/0/,00:00,St. Martin,Bonaire,2:1,0:0,2,1,/report/concacaf-nations-league-c-2023-2024-gruppe-a-st-martin-bonaire/
09/12/2023,CONCACAF,CONCACAF Nations League C 2023/2024,Group C,/schedule/concacaf-nations-league-c-2023-2024-gruppe-c/0/,21:00,Turks & Caicos,Dominica,0:3,0:1,0,3,/report/concacaf-nations-league-c-2023-2024-gruppe-c-turks-caicos-dominica/
09/12/2023,Argentina,Copa de la Superliga 2023,,/competition/arg-copa-de-la-superliga/,00:00,Defensa y Justicia,Godoy Cruz,2:2,0:1,2,2,/report/copa-de-la-superliga-2023-defensa-y-justicia-godoy-cruz/
09/12/2023,Argentina,Primera B Nacional 2023 Grupo A,,/competition/arg-primera-b-nacional/,01:00,Estudiantes de Río Cuarto,Deportivo Morón,2:1,0:1,2,1,/report/primera-b-nacional-2023-grupo-a-estudiantes-de-rio-cuarto-deportivo-moron/
09/12/2023,Argentina,Primera B Nacional 2023 Grupo A,,/competition/arg-primera-b-nacional/,01:10,Defensores de Belgrano,Almirante Brown,0:1,0:0,0,1,/report/primera-b-nacional-2023-grupo-a-defensores-de-belgrano-almirante-brown/
09/12/2023,Argentina,Primera B Metropolitana 2023 Clausura,,/competition/arg-primera-b-metropolitana/,00:00,Argentino de Merlo,Ituzaingó,0:0,0:0,0,0,/report/primera-b-metropolitana-2023-clausura-argentino-de-merlo-ituzaingo/
09/12/2023,Argentina,Copa de la SAF Reserva 2023,,/competition/arg-copa-de-la-saf-reserva/,15:00,Vélez Sarsfield II,Huracán II,1:0,0:0,1,0,/report/copa-de-la-saf-reserva-2023-velez-sarsfield-ii-huracan-ii/
09/12/2023,Argentina,Copa de la SAF Reserva 2023,,/competition/arg-copa-de-la-saf-reserva/,15:00,Rosario Central II,Gimnasia de La Plata II,1:0,1:0,1,0,/report/copa-de-la-saf-reserva-2023-rosario-central-ii-gimnasia-de-la-plata-ii/
09/12/2023,Argentina,Copa de la SAF Reserva 2023,,/competition/arg-copa-de-la-saf-reserva/,15:00,Barracas Central II,Talleres de Córdoba II,1:4,1:1,1,4,/report/copa-de-la-saf-reserva-2023-barracas-central-ii-talleres-de-cordoba-ii/
09/12/2023,Australia,NPL Western Australia 2023 Finals,Preliminary Final,/schedule/aus-npl-western-australia-2023-finals-preliminary-final/0/,12:00,Stirling Macedonia,Perth SC,4:3,"1:1,",4,3,
09/12/2023,Brazil,Série B 2023,,/competition/bra-serie-b/,00:30,Avaí - SC,Grêmio Novorizontino - SP,1:0,0:0,1,0,/report/serie-b-2023-avai-sc-gremio-novorizontino-sp/
09/12/2023,Canada,Premier League 2023,,/competition/can-premier-league/,23:00,HFX Wanderers,Cavalry FC,1:2,0:1,1,2,
09/12/2023,Colombia,Primera A 2023 Clausura,,/competition/col-primera-a/,00:15,Atlético Huila,Deportes Tolima,3:0,3:0,3,0,/report/primera-a-2023-clausura-atletico-huila-deportes-tolima/
09/12/2023,Colombia,Primera A 2023 Clausura,,/competition/col-primera-a/,02:30,Atlético Bucaramanga,Alianza Petrolera,0:1,0:1,0,1,/report/primera-a-2023-clausura-atletico-bucaramanga-alianza-petrolera/
09/12/2023,Colombia,Primera B 2023 Clausura,,/competition/col-primera-b/,22:00,Real Cartagena,Tigres FC,1:1,1:1,1,1,/report/primera-b-2023-clausura-real-cartagena-tigres-fc/
09/12/2023,Denmark,DBU Pokalen 2023/2024,2. Round,/schedule/den-dbu-pokalen-2023-2024-2-runde/0/,16:00,tst Fodbold,Næsby BK,3:2,1:1,3,2,/report/dbu-pokalen-2023-2024-2-runde-tst-fodbold-naesby-bk/
09/12/2023,Denmark,DBU Pokalen 2023/2024,2. Round,/schedule/den-dbu-pokalen-2023-2024-2-runde/0/,17:30,Young Boys FD,Silkeborg IF,0:1,0:0,0,1,/report/dbu-pokalen-2023-2024-2-runde-young-boys-fd-silkeborg-if/
09/12/2023,England,EFL Trophy 2023/2024,Group D South,/schedule/eng-efl-trophy-2023-2024-gruppe-d-sued/0/,19:00,Peterborough United,Cambridge United,2:0,1:0,2,0,/report/efl-trophy-2023-2024-gruppe-d-sued-peterborough-united-cambridge-united/
09/12/2023,England,EFL Trophy 2023/2024,Group G North,/schedule/eng-efl-trophy-2023-2024-gruppe-g-nord/0/,19:45,Notts County,Wolverhampton Wanderers U23,1:2,0:1,1,2,/report/efl-trophy-2023-2024-gruppe-g-nord-notts-county-wolverhampton-wanderers-u23/
09/12/2023,England,Professional Development League 2023/2024,,/competition/eng-professional-development-league/,13:00,Barnsley FC U23,Ipswich Town U23,1:3,0:2,1,3,
09/12/2023,England,Professional Development League 2023/2024,,/competition/eng-professional-development-league/,13:00,Sheffield United U23,Cardiff City U23,6:2,3:1,6,2,
09/12/2023,England,Professional Development League 2023/2024,,/competition/eng-professional-development-league/,14:00,Coventry City U23,Swansea City U23,2:3,1:1,2,3,
09/12/2023,England,Professional Development League 2023/2024,,/competition/eng-professional-development-league/,14:00,Peterborough United U23,Bristol City U23,1:4,0:1,1,4,
09/12/2023,England,Professional Development League 2023/2024,,/competition/eng-professional-development-league/,14:00,Wigan Athletic U23,Colchester United U23,3:0,2:0,3,0,
09/12/2023,Georgia,David Kipiani Cup 2023,Round of 16,/schedule/geo-david-kipiani-cup-2023-achtelfinale/0/,12:30,FC Gareji Sagarejo,Dila Gori,1:2,,1,2,
09/12/2023,Germany,Regionalliga Bayern 2023/2024,,/competition/regionalliga-bayern/,16:15,SV Schalding-Heining,FV Illertissen,4:1,,4,1,/report/regionalliga-bayern-2023-2024-sv-schalding-heining-fv-illertissen/
09/12/2023,Germany,Bayernliga Nord 2023/2024,,/competition/bayernliga-nord/,16:30,ASV Neumarkt,1. SC Feucht,4:2,,4,2,
09/12/2023,Germany,Oberliga Hamburg 2023/2024,,/competition/oberliga-hamburg/,17:00,WTSV Concordia,FC Süderelbe,1:2,1:0,1,2,/report/oberliga-hamburg-2023-2024-wtsv-concordia-fc-suederelbe/
09/12/2023,Germany,Oberliga Hamburg 2023/2024,,/competition/oberliga-hamburg/,18:30,FC Alsterbrüder,Victoria Hamburg,7:2,2:0,7,2,/report/oberliga-hamburg-2023-2024-fc-alsterbrueder-victoria-hamburg/
09/12/2023,Germany,Oberliga Hamburg 2023/2024,,/competition/oberliga-hamburg/,18:30,Union Tornesch,SV Halstenbek-Rellingen,1:1,0:1,1,1,/report/oberliga-hamburg-2023-2024-union-tornesch-sv-halstenbek-rellingen/
09/12/2023,Germany,Oberliga Hamburg 2023/2024,,/competition/oberliga-hamburg/,18:30,TuRa Harksheide,ETSV Hamburg,3:1,2:0,3,1,/report/oberliga-hamburg-2023-2024-tura-harksheide-etsv-hamburg/
09/12/2023,Germany,Oberliga Hamburg 2023/2024,,/competition/oberliga-hamburg/,18:30,Uhlenhorster SC Paloma,SV Rugenbergen,2:1,0:0,2,1,/report/oberliga-hamburg-2023-2024-uhlenhorster-sc-paloma-sv-rugenbergen/
09/12/2023,Germany,Oberliga Mittelrhein 2023/2024,,/competition/oberliga-mittelrhein/,19:00,SpVg Frechen 20,Siegburger SV 04,0:0,,0,0,/report/oberliga-mittelrhein-2023-2024-spvg-frechen-20-siegburger-sv-04/
09/12/2023,Germany,Badischer Pokal 2023/2024,Round of 16,/schedule/badischer-pokal-2023-2024-achtelfinale/0/,18:00,SpVgg Wallstadt,SV Sandhausen,0:6,,0,6,
09/12/2023,Germany,Bayerischer Pokal 2023/2024,Round of 16,/schedule/bayerischer-pokal-2023-2024-achtelfinale/0/,17:30,Würzburger Kickers,SpVgg Bayreuth,2:0,,2,0,
09/12/2023,Mexico,LP - Serie A 2023/2024 Grupo B,,/competition/mex-lp-serie-a/,02:00,Pioneros de Cancún,Deportivo Venados,1:1,0:1,1,1,/report/lp-serie-a-2023-2024-grupo-b-pioneros-de-cancun-deportivo-venados/
09/12/2023,Mexico,Women Liga MX Femenil 2023/2024 Apertura,,/competition/mex-frauen-liga-mx-femenil/,02:00,UANL Tigres,Club León,3:1,1:0,3,1,/report/frauen-liga-mx-femenil-2023-2024-apertura-uanl-tigres-club-leon/
09/12/2023,Paraguay,Primera División 2023 Clausura,,/competition/par-primera-division/,00:30,Resistencia SC,Guaireña FC,1:0,1:0,1,0,/report/primera-division-2023-clausura-resistencia-sc-guairena-fc/
09/12/2023,Peru,Segunda División 2023,,/competition/per-segunda-division_2/,19:00,Deportivo Coopsol,Pirata,2:0,0:0,2,0,/report/segunda-division-2023-deportivo-coopsol-pirata/
09/12/2023,Peru,Segunda División 2023,,/competition/per-segunda-division_2/,21:00,Santos FC,Carlos Stein,4:1,2:1,4,1,/report/segunda-division-2023-santos-fc-carlos-stein/
