date_time,region,tournament,matchday,league_href,begin_time,first_team,second_team,full_match_goals,half_match_goals,first_team_goals,second_team_goals,match_href
09/15/2023,UEFA,Premier League International Cup 2023/2024,Group B,/schedule/premier-league-international-cup-2023-2024-gruppe-b/0/,19:00,West Ham United U23,Celtic FC (R),5:0,3:0,5,0,/report/premier-league-international-cup-2023-2024-gruppe-b-west-ham-united-u23-celtic-fc-r/
09/15/2023,CAF,CAF Champions League 2023/2024,Qual. 2. Round,/schedule/caf-champions-league-2023-2024-qual-2-runde/0/,14:00,Bumamuru FC,Mamelodi Sundowns,0:4,0:3,0,4,
09/15/2023,CAF,CAF Super Cup 2023,Final,/schedule/caf-super-cup-2023-finale/0/,19:00,Al Ahly SC,USM Alger,0:1,0:1,0,1,
09/15/2023,Albania,Kategoria Superiore 2023/2024,,/competition/alb-kategoria-superiore/,15:00,KF Laçi,KF Teuta Durrës,6:1,2:0,6,1,/report/kategoria-superiore-2023-2024-kf-laci-kf-teuta-durres/
09/15/2023,Algeria,Ligue 1 2023/2024,,/competition/alg-ligue-1/,16:00,USM Khenchela,ES Sétif,1:0,0:0,1,0,/report/ligue-1-2023-2024-usm-khenchela-es-setif/
09/15/2023,Algeria,Ligue 1 2023/2024,,/competition/alg-ligue-1/,16:00,MC El Bayadh,CS Constantine,1:0,1:0,1,0,/report/ligue-1-2023-2024-mc-el-bayadh-cs-constantine/
09/15/2023,Algeria,Ligue 1 2023/2024,,/competition/alg-ligue-1/,19:00,ASO Chlef,MC Oran,2:0,0:0,2,0,/report/ligue-1-2023-2024-aso-chlef-mc-oran/
09/15/2023,Argentina,Copa de la Superliga 2023,,/competition/arg-copa-de-la-superliga/,01:00,Independiente,Huracán,1:0,1:0,1,0,/report/copa-de-la-superliga-2023-independiente-huracan/
09/15/2023,Argentina,Copa de la Superliga 2023,,/competition/arg-copa-de-la-superliga/,21:00,Tigre,Estudiantes,0:0,0:0,0,0,/report/copa-de-la-superliga-2023-tigre-estudiantes/
09/15/2023,Argentina,Copa de la Superliga 2023,,/competition/arg-copa-de-la-superliga/,22:45,Defensa y Justicia,Boca Juniors,1:0,1:0,1,0,/report/copa-de-la-superliga-2023-defensa-y-justicia-boca-juniors/
09/15/2023,Argentina,Primera B Nacional 2023 Grupo B,,/competition/arg-primera-b-nacional/,19:10,Deportivo Riestra,Atlanta,1:0,1:0,1,0,/report/primera-b-nacional-2023-grupo-b-deportivo-riestra-atlanta/
09/15/2023,Armenia,Premier League 2023/2024,,/competition/arm-premier-league/,13:00,FC Alashkert,FC Urartu,4:2,0:0,4,2,
09/15/2023,Armenia,Premier League 2023/2024,,/competition/arm-premier-league/,15:00,FC Ararat-Armenia,FC Noah,4:3,3:0,4,3,
09/15/2023,Austria,2. Liga 2023/2024,,/competition/aut-2-liga/,17:10,Floridsdorfer AC,FC Admira Wacker,3:2,2:1,3,2,/report/2-liga-2023-2024-floridsdorfer-ac-fc-admira-wacker/
09/15/2023,Austria,2. Liga 2023/2024,,/competition/aut-2-liga/,17:10,SKN St. Pölten,First Vienna FC,1:2,0:0,1,2,/report/2-liga-2023-2024-skn-st-poelten-first-vienna-fc/
09/15/2023,Austria,2. Liga 2023/2024,,/competition/aut-2-liga/,17:10,FC Dornbirn,SKU Amstetten,1:0,0:0,1,0,/report/2-liga-2023-2024-fc-dornbirn-sku-amstetten/
09/15/2023,Austria,2. Liga 2023/2024,,/competition/aut-2-liga/,17:10,SV Lafnitz,SV Horn,2:0,1:0,2,0,/report/2-liga-2023-2024-sv-lafnitz-sv-horn/
09/15/2023,Austria,2. Liga 2023/2024,,/competition/aut-2-liga/,17:10,FC Liefering,SV Stripfing/Weiden,1:2,0:1,1,2,/report/2-liga-2023-2024-fc-liefering-sv-stripfing-weiden/
09/15/2023,Austria,2. Liga 2023/2024,,/competition/aut-2-liga/,19:30,DSV Leoben,Grazer AK,1:2,0:2,1,2,/report/2-liga-2023-2024-dsv-leoben-grazer-ak/
09/15/2023,Austria,Regionalliga Ost 2023/2024,,/competition/aut-regionalliga-ost/,16:30,TWL Elektra,SV Leobendorf,1:0,0:0,1,0,
09/15/2023,Austria,Regionalliga Ost 2023/2024,,/competition/aut-regionalliga-ost/,18:00,Rapid Wien (A),FC Marchfeld Donauauen,3:0,1:0,3,0,
09/15/2023,Austria,Regionalliga Ost 2023/2024,,/competition/aut-regionalliga-ost/,18:30,Favoritner AC,Austria Wien (A),1:4,1:2,1,4,
09/15/2023,Austria,Regionalliga Ost 2023/2024,,/competition/aut-regionalliga-ost/,18:30,Kremser SC,SR Donaufeld,1:1,0:1,1,1,
09/15/2023,Austria,Regionalliga Ost 2023/2024,,/competition/aut-regionalliga-ost/,18:30,SV Oberwart,ASV Draßburg,2:0,0:0,2,0,
09/15/2023,Austria,Regionalliga Ost 2023/2024,,/competition/aut-regionalliga-ost/,18:30,Wiener Sport-Club,SC Wiener Viktoria,1:1,0:0,1,1,
09/15/2023,Austria,Regionalliga Ost 2023/2024,,/competition/aut-regionalliga-ost/,19:00,SC Neusiedl/See 1919,SCU Ardagger,0:0,0:0,0,0,
09/15/2023,Austria,Regionalliga Mitte 2023/2024,,/competition/aut-regionalliga-mitte/,17:00,SV Ried (A),WSC Hertha,0:1,0:1,0,1,
09/15/2023,Austria,Regionalliga Mitte 2023/2024,,/competition/aut-regionalliga-mitte/,18:00,ASK Voitsberg,Wolfsberger AC (A),8:0,4:0,8,0,
09/15/2023,Austria,Regionalliga Mitte 2023/2024,,/competition/aut-regionalliga-mitte/,18:00,FC Gleisdorf 09,USV Allerheiligen,0:0,0:0,0,0,
09/15/2023,Austria,Regionalliga Mitte 2023/2024,,/competition/aut-regionalliga-mitte/,18:00,LASK Amateure OÖ,USV St. Anna,7:0,3:0,7,0,
09/15/2023,Austria,Regionalliga Mitte 2023/2024,,/competition/aut-regionalliga-mitte/,18:00,Vorwärts Steyr,ASK Klagenfurt,1:1,0:1,1,1,
